FID,FID_Sites,Id,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,FID_Catchm,Source,FEATUREID,NextDownID,Shape_Leng,Shape_Area,AreaSqKM
0,3,0,98263,11.756603853100000,222739.598124999989523,212376.446399999986170,98110,Delineation,2021042707.000000000000000,2021042792.000000000000000,9119.999999969999408,1965600.000000000000000,1.965600000000000
