UnitName,PointName,Latitude,Longitude,SegmentL,SDate,Visit,SpeciesCode,SAgeID,PassCount1,PassCount2,PassCount3,Depth1,Depth2,Depth3,WaterPresent,SiltClay,Sand,Gravel,Pebble,Cobble,Boulder,Bedrock,Artificial,Detritus,LengthPool,LengthRun,LengthRiffle,Width1,Width2,Width3,FishPresent,CrayfishPresent,pH,Conductivity,WaterTemp,StartAirTemp,StartWaterTemp
C & O Canal National Historic Park,COST8-4,39.0096388,-76.7603334,15m,7/28/17,1,EBIS,adult,1,0,NULL,1,2.4,0.8,Y,NULL,34,38,6,18,NULL,NULL,NULL,4,1,10,4,58,41,51,N,N,6.8,109,NULL,24,21.7
C & O Canal National Historic Park,COST8-4,39.0096388,-76.7603334,15m,8/2/17,2,DFUS,adult,2,1,1,2.1,4.1,1.8,Y,1,9,56,12,7,NULL,NULL,NULL,15,2,12,1,60,82,41,N,N,8,100,NULL,28.5,23.2
Prince William Forest National Park,PRW101-1R,-99,-99,15m,6/22/06,1,NULL,NULL,NULL,NULL,NULL,2,1,3,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,4,9,2,65,54,57,N,N,5.93,NULL,NULL,26.3,18.5
Prince William Forest National Park,PRW101-1R,-99,-99,15m,7/19/06,2,NULL,NULL,NULL,NULL,NULL,0,5.9,0,Y,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,7,0,0,0,12,0,N,N,5.53,96,NULL,30.7,19.3
Prince William Forest National Park,PRW101-1R,-99,-99,15m,6/11/08,1,NULL,NULL,NULL,NULL,NULL,4,1,1,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,14,0,85,24,18,N,N,4.8,43,NULL,24.7,17.2
Prince William Forest National Park,PRW101-1R,-99,-99,15m,7/16/08,2,NULL,NULL,NULL,NULL,NULL,5,4,4,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,10,3,2,71,53,38,N,N,NULL,46,NULL,29,19.2
Prince William Forest National Park,PRW101-1R,-99,-99,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3,3,Y,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,14,1,NULL,66,28,N,N,NULL,NULL,NULL,24.1,NULL
Prince William Forest National Park,PRW101-1R,-99,-99,15m,7/21/09,NULL,NULL,NULL,NULL,NULL,NULL,0,8,1,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,0,0,0,85,46,N,N,5.96,62,NULL,25.7,19.2
Prince William Forest National Park,PRW101-1R,-99,-99,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,24,6,3.5,Y,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,2,1,12,41,50,47,N,N,6.5,85,NULL,26.7,16.1
Prince William Forest National Park,PRW101-1R,-99,-99,15m,6/26/13,1,NULL,NULL,NULL,NULL,NULL,0,6,6,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,0,11,0,0,58,59,N,N,5.6,62,NULL,30.5,17.2
Prince William Forest National Park,PRW101-1R,-99,-99,15m,7/30/14,1,PRUB,larva,1,0,0,3.8,1.3,0.8,Y,33,9,NULL,NULL,NULL,NULL,NULL,NULL,44,1,14,0,70,90,15,N,N,6.7,87,NULL,19.5,16
Prince William Forest National Park,PRW101-2L,-99,-99,15m,6/22/06,1,NULL,NULL,NULL,NULL,NULL,5.7,2.7,4.3,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,0,6,9,19,28,23,N,N,5.93,NULL,NULL,26.3,18.5
Prince William Forest National Park,PRW101-2L,-99,-99,15m,7/19/06,2,PRUB,larva,0,0,2,6,6,2.5,Y,73,13,NULL,NULL,NULL,NULL,NULL,NULL,13,3,6,6,61,20,18,N,N,5.53,96,NULL,30.7,19.3
Prince William Forest National Park,PRW101-2L,-99,-99,15m,6/11/08,1,NULL,NULL,NULL,NULL,NULL,6.5,4,7,Y,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,20,4,10,1,75,42,34,N,N,4.8,43,NULL,24.7,17.2
Prince William Forest National Park,PRW101-2L,-99,-99,15m,7/16/08,2,EBIS,larva,0,1,NULL,1,14,8,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,3,11,1,28,37,55,N,N,NULL,46,NULL,22.1,18.8
Prince William Forest National Park,PRW101-2L,-99,-99,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,4,10,11,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,0,14,1,100,40,30,N,Y,NULL,NULL,NULL,24.1,NULL
Prince William Forest National Park,PRW101-2L,-99,-99,15m,7/21/09,NULL,NULL,NULL,NULL,NULL,NULL,1,10,4,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,8,1,34,39,22,N,N,5.96,62,NULL,25.7,19.2
Prince William Forest National Park,PRW101-2L,-99,-99,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,2,2.5,0,Y,53,7,NULL,NULL,NULL,NULL,NULL,NULL,40,1,13,1,22,32,0,N,N,6.5,85,NULL,26.7,16.1
Prince William Forest National Park,PRW101-2L,-99,-99,15m,6/26/13,1,PRUB,larva,28,16,6,6,4.7,4.6,Y,NULL,14,1,NULL,NULL,NULL,NULL,NULL,42,1,12,2,59,30,38,N,N,5.6,62,NULL,30.5,17.2
Prince William Forest National Park,PRW101-2L,-99,-99,15m,7/30/14,1,NULL,NULL,NULL,NULL,NULL,1,4,2,Y,32,3,NULL,NULL,NULL,NULL,NULL,NULL,52,10,0,5,30,60,40,N,Y,6.7,87,NULL,19.5,16
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/22/06,1,EBIS,adult,1,0,NULL,2.5,2,3.5,NULL,85,1,NULL,NULL,NULL,NULL,NULL,NULL,14,2,6,7,18,25,46,N,N,6.4,40,31.3,NULL,19.7
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/22/06,1,PRUB,larva,0,1,NULL,2.5,2,3.5,NULL,85,1,NULL,NULL,NULL,NULL,NULL,NULL,14,2,6,7,18,25,46,N,N,6.4,40,31.3,NULL,19.7
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/22/06,1,RPAL,juvenile,NULL,NULL,NULL,2.5,2,3.5,NULL,85,1,NULL,NULL,NULL,NULL,NULL,NULL,14,2,6,7,18,25,46,N,N,6.4,40,31.3,NULL,19.7
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,7/19/06,2,NULL,NULL,NULL,NULL,NULL,1.7,2.7,0.4,Y,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1,8,6,26,23,43,N,Y,6.29,36,NULL,29.5,21.4
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/12/08,1,EBIS,adult,1,0,NULL,8,5,4.5,Y,4,33,40,NULL,4,NULL,NULL,NULL,19,2,12,1,60,35,28,N,N,5.94,43,NULL,22.5,16.9
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/12/08,1,PRUB,larva,0,1,NULL,8,5,4.5,Y,4,33,40,NULL,4,NULL,NULL,NULL,19,2,12,1,60,35,28,N,N,5.94,43,NULL,22.5,16.9
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,7/16/08,2,EBIS,larva,0,1,NULL,7,6.5,4,Y,NULL,51,3,NULL,8,NULL,NULL,NULL,37,2,12,1,48,45,70,N,Y,NULL,63,NULL,22.4,19.2
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,7/16/08,2,PRUB,larva,0,1,NULL,7,6.5,4,Y,NULL,51,3,NULL,8,NULL,NULL,NULL,37,2,12,1,48,45,70,N,Y,NULL,63,NULL,22.4,19.2
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,4.5,3,9,Y,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,2,13,59,44,55,N,N,NULL,NULL,NULL,24.1,NULL
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,7/21/09,NULL,NULL,NULL,NULL,NULL,NULL,1,1,5,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,1,13,0,46,56,56,N,N,5.96,62,NULL,25.7,19.2
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,3.5,1.5,3,Y,31,53,3,NULL,NULL,NULL,NULL,NULL,13,0,15,0,44,37,55,N,N,6.5,85,NULL,26.7,16.1
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/26/13,1,EURY,larva,0,1,0,3.8,7.6,5.2,Y,17,62,4,NULL,1,NULL,NULL,NULL,16,0,8,7,48,64,67,N,Y,6.3,55,NULL,28.1,17.8
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,6/26/13,1,PRUB,larva,0,1,1,3.8,7.6,5.2,Y,17,62,4,NULL,1,NULL,NULL,NULL,16,0,8,7,48,64,67,N,Y,6.3,55,NULL,28.1,17.8
Prince William Forest National Park,PRW101-3R,38.5785333,-77.4211333,15m,7/30/14,1,EBIS,larva,1,0,0,1,1.3,2.2,Y,7,46,1,22,3,NULL,NULL,NULL,21,4,7,4,60,95,70,Y,Y,6.3,71,NULL,16.6,15.9
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/22/06,1,NULL,NULL,NULL,NULL,NULL,3,0,3,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,2,4,3,23,0,38,N,N,6.4,40,NULL,31.3,19.7
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,7/19/06,2,EBIS,adult,0,0,NULL,4.2,3.8,4.7,Y,58,NULL,NULL,NULL,15,NULL,NULL,NULL,27,1,6,2,43,20,25,N,Y,6.29,36,NULL,29.5,21.4
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/12/08,1,NULL,NULL,NULL,NULL,NULL,16.5,4.4,1,Y,47,12,1,NULL,NULL,NULL,NULL,NULL,7,1,9,1,66,40,28,N,N,5.94,43,NULL,22.5,16.9
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,7/16/08,2,PRUB,larva,1,0,NULL,4,0,3,Y,NULL,12,82,NULL,NULL,NULL,NULL,NULL,6,1,4,6,21,0,20,N,Y,NULL,63,NULL,22.4,19.2
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,0,1.5,10,Y,33,NULL,33,NULL,NULL,NULL,NULL,NULL,17,1,3,8,0,55,64,N,Y,NULL,NULL,NULL,24.1,NULL
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,7/21/09,NULL,EBIS,larva,0,1,NULL,3,3,2,Y,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,19,0,8,7,74,34,50,N,Y,5.96,62,NULL,25.7,19.2
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,3.5,3,0,Y,11,16,51,NULL,9,NULL,NULL,NULL,13,0,11,0,41,52,0,N,Y,6.5,85,NULL,26.7,16.1
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/26/13,1,EURY,larva,2,0,0,3,7,3.8,Y,10,62,7,NULL,6,NULL,NULL,NULL,13,2,9,4,58,71,48,N,Y,6.3,55,NULL,28.1,17.8
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,6/26/13,1,PRUB,larva,1,3,1,3,7,3.8,Y,10,62,7,NULL,6,NULL,NULL,NULL,13,2,9,4,58,71,48,N,Y,6.3,55,NULL,28.1,17.8
Prince William Forest National Park,PRW101-4L,38.5785333,-77.4211333,15m,7/30/14,1,EBIS,larva,1,0,0,0,0.8,0.9,Y,NULL,31,28,31,NULL,NULL,NULL,NULL,10,1,5,6,0,60,60,N,Y,6.3,71,NULL,16.6,15.9
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/22/06,1,NULL,NULL,NULL,NULL,NULL,0.5,0.5,3,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,14,10,18,39,N,Y,5.93,82,NULL,23.3,17.3
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,7/18/06,2,EBIS,larva,0,0,1,8.6,0.7,0.9,Y,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,2,1,12,63,18,37,N,Y,5.97,69,NULL,29.3,21.4
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/12/08,1,NULL,NULL,NULL,NULL,NULL,27,6.5,3.5,Y,28,7,1,NULL,NULL,NULL,NULL,NULL,64,4,10,1,115,85,37,N,Y,5.69,69,NULL,24.7,18.1
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,7/16/08,2,EBIS,adult,0,1,NULL,38,6,3,Y,17,24,NULL,NULL,5,NULL,NULL,NULL,53,6,8,1,125,32,34,N,Y,NULL,71,NULL,20.9,19
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,27,8,3.5,Y,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,46,1,4,10,135,44,43,N,Y,NULL,NULL,NULL,24.8,NULL
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,7/21/09,NULL,NULL,NULL,NULL,NULL,NULL,13,0,0,Y,28,33,NULL,NULL,NULL,NULL,NULL,NULL,5,2,0,0,105,0,0,N,Y,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,21,3.5,3.5,Y,33,40,NULL,NULL,NULL,NULL,NULL,NULL,7,1,12,2,75,17,38,N,N,6.8,49,NULL,21.6,16.7
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/26/13,1,EBIS,larva,0,0,1,25,4.5,3.1,Y,NULL,69,6,NULL,4,NULL,NULL,NULL,21,8,5,1,100,50,48,N,Y,6,54,NULL,24.9,17.9
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,6/26/13,1,NVIR,larva,1,0,0,25,4.5,3.1,Y,NULL,69,6,NULL,4,NULL,NULL,NULL,21,8,5,1,100,50,48,N,Y,6,54,NULL,24.9,17.9
Prince William Forest National Park,PRW114-1R,38.5851666,-77.4180833,15m,7/30/14,1,NULL,NULL,NULL,NULL,NULL,14.5,0,2.8,Y,NULL,49,5,2,11,NULL,NULL,NULL,33,2,1,11,110,0,28,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/22/06,NULL,NULL,NULL,NULL,NULL,NULL,1,2,1,NULL,59,9,4,7,13,NULL,NULL,NULL,5,3,7,5,8,20,10,N,Y,5.93,82,NULL,23.3,17.3
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/18/06,2,NULL,NULL,NULL,NULL,NULL,2.1,0.7,1.6,Y,60,NULL,NULL,NULL,20,NULL,NULL,NULL,20,0,11,4,46,39,20,N,Y,5.97,69,NULL,29.3,21.4
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/12/08,1,NULL,NULL,NULL,NULL,NULL,5,1,13,Y,NULL,23,17,40,5,NULL,NULL,NULL,15,4,10,1,27,55,85,N,Y,5.69,69,NULL,24.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/16/08,2,NULL,NULL,NULL,NULL,NULL,5,2,1,Y,NULL,45,1,4,23,NULL,NULL,NULL,27,4,9,2,35,41,24,N,Y,NULL,71,NULL,20.9,19
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/23/09,NULL,EBIS,larva,2,1,NULL,1.5,2,6,Y,10,8,58,NULL,NULL,NULL,NULL,NULL,22,2,20,3,34,82,28,N,Y,NULL,NULL,NULL,24.8,NULL
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/21/09,NULL,EBIS,larva,0,1,NULL,0,6,4,Y,28,33,NULL,NULL,NULL,NULL,NULL,NULL,5,2,11,0,0,58,37,N,Y,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/19/12,1,EBIS,adult,1,0,0,11,1,3,Y,29,13,43,NULL,4,NULL,NULL,NULL,11,1,9,5,57,76,14,N,Y,6.8,49,NULL,21.6,16.7
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/19/12,1,EBIS,larva,1,0,0,11,1,3,Y,29,13,43,NULL,4,NULL,NULL,NULL,11,1,9,5,57,76,14,N,Y,6.8,49,NULL,21.6,16.7
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/26/13,1,EBIS,adult,1,0,0,3.1,0,4.1,Y,NULL,31,33,NULL,20,NULL,NULL,NULL,16,4,3,4,48,0,57,N,Y,6,54,NULL,24.9,17.9
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,6/26/13,1,PRUB,larva,0,1,0,3.1,0,4.1,Y,NULL,31,33,NULL,20,NULL,NULL,NULL,16,4,3,4,48,0,57,N,Y,6,54,NULL,24.9,17.9
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/30/14,1,EBIS,larva,7,2,2,2.7,2.7,2.5,Y,22,10,NULL,28,29,NULL,NULL,NULL,11,1,6,8,60,47,36,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/30/14,1,EBIS,juvenile,1,0,0,2.7,2.7,2.5,Y,22,10,NULL,28,29,NULL,NULL,NULL,11,1,6,8,60,47,36,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/30/14,1,EBIS,adult,1,0,0,2.7,2.7,2.5,Y,22,10,NULL,28,29,NULL,NULL,NULL,11,1,6,8,60,47,36,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/30/14,1,EGUT,larva,0,0,1,2.7,2.7,2.5,Y,22,10,NULL,28,29,NULL,NULL,NULL,11,1,6,8,60,47,36,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-2L,38.5851666,-77.4180833,15m,7/30/14,1,PRUB,juvenile,2,0,0,2.7,2.7,2.5,Y,22,10,NULL,28,29,NULL,NULL,NULL,11,1,6,8,60,47,36,N,Y,6.6,55,NULL,20.7,18.1
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/22/06,1,PRUB,larva,1,1,NULL,4,4.1,2.9,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,10,3,33,32,35,N,Y,6.21,40,NULL,26.4,18
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/22/06,1,EGUT,adult,1,0,NULL,4,4.1,2.9,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,10,3,33,32,35,N,Y,6.21,40,NULL,26.4,18
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/18/06,2,PRUB,larva,0,1,NULL,7,12,11,Y,27,40,7,NULL,NULL,NULL,NULL,NULL,27,1,10,4,34,71,30,N,Y,6.18,43,NULL,29.5,20.7
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/18/06,2,EBIS,larva,1,1,NULL,7,12,11,Y,27,40,7,NULL,NULL,NULL,NULL,NULL,27,1,10,4,34,71,30,N,Y,6.18,43,NULL,29.5,20.7
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/18/06,2,RCLA,juvenile,1,0,NULL,7,12,11,Y,27,40,7,NULL,NULL,NULL,NULL,NULL,27,1,10,4,34,71,30,N,Y,6.18,43,NULL,29.5,20.7
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/12/08,1,NULL,NULL,NULL,NULL,NULL,4,18,5,Y,NULL,68,1,NULL,NULL,NULL,NULL,NULL,31,1,11,3,35,65,71,N,Y,6.02,49,NULL,24.5,18.1
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/16/08,2,EBIS,adult,1,NULL,NULL,6,14,5,Y,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,35,2,12,1,35,78,65,N,Y,NULL,43,NULL,21.2,19.1
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/16/08,2,EGUT,adult,1,0,NULL,6,14,5,Y,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,35,2,12,1,35,78,65,N,Y,NULL,43,NULL,21.2,19.1
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/16/08,2,EBIS,larva,1,2,NULL,6,14,5,Y,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,35,2,12,1,35,78,65,N,Y,NULL,43,NULL,21.2,19.1
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,4,2.5,1.5,Y,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,22,1,4,10,62,23,45,N,Y,NULL,NULL,NULL,24.8,NULL
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/21/09,NULL,EGUT,larva,1,0,NULL,0.5,7,6,Y,67,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,8,6,48,82,43,N,Y,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/21/09,NULL,EBIS,adult,0,1,NULL,0.5,7,6,Y,67,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,8,6,48,82,43,N,Y,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/21/09,NULL,PRUB,larva,0,1,NULL,0.5,7,6,Y,67,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,8,6,48,82,43,N,Y,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,9,2,2.5,Y,23,60,11,1,NULL,NULL,NULL,NULL,5,3,11,1,70,27,67,N,Y,6.8,49,NULL,21.6,16.7
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/26/13,1,EBIS,larva,0,1,0,16.5,3.5,4,Y,NULL,71,1,NULL,NULL,NULL,NULL,NULL,28,3,3,9,105,55,49,N,Y,6.1,4,NULL,25.2,17.6
Prince William Forest National Park,PRW114-3R,-99,-99,15m,6/26/13,1,PRUB,larva,1,0,0,16.5,3.5,4,Y,NULL,71,1,NULL,NULL,NULL,NULL,NULL,28,3,3,9,105,55,49,N,Y,6.1,4,NULL,25.2,17.6
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/30/14,1,EBIS,juvenile,0,1,0,9.5,9.3,6.3,Y,10,64,4,NULL,NULL,NULL,NULL,NULL,22,1,5,9,50,100,65,N,Y,6.8,38,NULL,19.4,16.7
Prince William Forest National Park,PRW114-3R,-99,-99,15m,7/30/14,1,EBIS,larva,2,1,1,9.5,9.3,6.3,Y,10,64,4,NULL,NULL,NULL,NULL,NULL,22,1,5,9,50,100,65,N,Y,6.8,38,NULL,19.4,16.7
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/22/06,1,PRUB,larva,1,0,NULL,0.5,14.5,2,Y,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,5,4,3,40,63,34,N,Y,6.21,44,NULL,26.4,18
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/18/06,2,EBIS,adult,0,1,NULL,4.5,6,3,Y,60,27,NULL,NULL,NULL,NULL,NULL,NULL,13,0,11,4,17,52,32,N,Y,6.18,43,NULL,29.5,20.7
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/18/06,2,PRUB,larva,2,3,NULL,4.5,6,3,Y,60,27,NULL,NULL,NULL,NULL,NULL,NULL,13,0,11,4,17,52,32,N,Y,6.18,43,NULL,29.5,20.7
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/12/08,1,NULL,NULL,NULL,NULL,NULL,2.5,7.5,12,Y,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,7,1,12,2,22,36,51,N,N,6.02,49,NULL,24.5,18.1
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/16/08,2,EBIS,larva,1,NULL,NULL,1,3,2,Y,NULL,45,16,NULL,NULL,NULL,NULL,NULL,32,6,6,3,55,35,48,N,Y,NULL,43,NULL,21.2,19.1
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/23/09,NULL,NULL,NULL,NULL,NULL,NULL,2.5,10,6,Y,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,59,3,7,5,63,76,61,N,N,NULL,NULL,NULL,24.8,NULL
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/21/09,NULL,NULL,NULL,NULL,NULL,NULL,1,4,1,Y,44,29,NULL,NULL,NULL,NULL,NULL,NULL,27,2,10,3,40,62,87,N,N,5.44,111,NULL,25,20.5
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/19/12,1,NULL,NULL,NULL,NULL,NULL,7,5.3,1.8,Y,91,1,NULL,NULL,NULL,NULL,NULL,NULL,8,0,9,6,55,41,37,N,Y,6.8,49,NULL,21.6,16.7
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/26/13,1,EBIS,larva,0,0,2,4,2.5,5,Y,1,74,7,NULL,NULL,NULL,NULL,NULL,18,3,7,5,49,50,71,N,Y,6.1,4,NULL,25.2,17.6
Prince William Forest National Park,PRW114-4L,-99,-99,15m,6/26/13,1,PRUB,larva,1,0,1,4,2.5,5,Y,1,74,7,NULL,NULL,NULL,NULL,NULL,18,3,7,5,49,50,71,N,Y,6.1,4,NULL,25.2,17.6
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/30/14,1,EBIS,larva,1,0,1,3,1.9,1.5,Y,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,23,1,1,13,33,30,45,N,Y,6.8,38,NULL,19.4,16.7
Prince William Forest National Park,PRW114-4L,-99,-99,15m,7/30/14,1,PRUB,larva,0,0,1,3,1.9,1.5,Y,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,23,1,1,13,33,30,45,N,Y,6.8,38,NULL,19.4,16.7
Prince William Forest National Park,PRW127-1R,38.5864833,-77.4107,15m,6/22/06,1,DFUS,adult,0,0,2,3,3,3.5,Y,NULL,NULL,1,4,52,NULL,NULL,NULL,43,1,3,11,72,100,150,N,Y,5.6,13,NULL,25.5,13.5
Prince William Forest National Park,PRW127-1R,38.5864833,-77.4107,15m,6/22/06,1,DFUS,juvenile,0,0,0,3,3,3.5,Y,NULL,NULL,1,4,52,NULL,NULL,NULL,43,1,3,11,72,100,150,N,Y,5.6,13,NULL,25.5,13.5
Prince William Forest National Park,PRW127-1R,38.5864833,-77.4107,15m,6/22/06,1,EBIS,larva,9,7,10,3,3,3.5,Y,NULL,NULL,1,4,52,NULL,NULL,NULL,43,1,3,11,72,100,150,N,Y,5.6,13,NULL,25.5,13.5
Prince William Forest National Park,PRW127-1R,38.5864833,-77.4107,15m,6/22/06,1,PRUB,larva,1,0,1,3,3,3.5,Y,NULL,NULL,1,4,52,NULL,NULL,NULL,43,1,3,11,72,100,150,N,Y,5.6,13,NULL,25.5,13.5
